,Name,Fibre Volume Fraction,Material,Test type,"smax,static","smax, fatigue",epsstatic,epsfatigue,Ncycles,Eit,Eic
312,GEV206_R0300_0138,52.32048779813457,GE1,STT,845.0237551672706,,2.3,,1.0,39.333208,
313,GEV206_R0300_0139,52.32048779813457,GE1,CA,,181.97537053182214,,0.45,681605.0,38.591072000000004,38.683839
314,GEV206_R0300_0140,52.32048779813457,GE1,STC,-445.0827573217318,,1.2,,1.0,,38.405538
315,GEV206_R0300_0141,52.32048779813457,GE1,STC,-443.2920026155187,,1.15,,1.0,,39.518742
316,GEV206_R0300_0142,52.32048779813457,GE1,CA,,351.0102702702702,,0.9,2702.0,38.869372999999996,39.88981
317,GEV206_R0300_0143,52.32048779813457,GE1,CA,,246.09242359932085,,0.65,3576.0,37.385101,37.570635
318,GEV206_R0300_0144,52.32048779813457,GE1,CA,,328.263486158223,,0.9,2305.0,37.8,39.3
319,GEV206_R0300_0145,52.32048779813457,GE1,STC,-435.05942275042446,,0.9,,1.0,,37.97
320,GEV206_R0300_0146,52.32048779813457,GE1,STC,-443.8585375481386,,1.15,,1.0,,38.405538
321,GEV206_R0300_0147,52.32048779813457,GE1,CA,,198.69772423025435,,0.5,454761.0,38.312771,38.498305
322,GEV206_R0300_0148,52.32048779813457,GE1,STT,812.7743692699491,,2.1,,1.0,39.611509000000005,
323,GEV206_R0300_0149,50.66079346246499,GE1,STT,792.7558890973525,,2.3,,1.0,36.3,
325,GEV206_R0300_0151,50.66079346246499,GE1,CA,,296.50649904112515,,0.8,21637.0,38.127237,38.312771
326,GEV206_R0300_0152,50.66079346246499,GE1,STT,867.4050833882661,,,,1.0,,
327,GEV206_R0300_0153,50.66079346246499,GE1,STT,794.0160893970893,,2.3,,1.0,38.03447,
329,GEV206_R0300_0156,50.66079346246499,GE1,STT,811.3371895161291,,2.2,,1.0,37.848935999999995,
330,GEV206_R0300_0157,50.66079346246499,GE1,STC,-450.7640067911715,,1.2,,1.0,,38.6
331,GEV206_R0300_0158,50.66079346246499,GE1,CA,,177.18654499151103,,0.45,741879.0,38.127237,38.869372999999996
332,GEV206_R0300_0159,50.66079346246499,GE1,STC,-454.49638089506504,,1.1,,1.0,,38.96214
333,GEV206_R0300_0160,50.66079346246499,GE1,STT,803.2682512733446,,2.0,,1.0,36.6,
335,GEV207_R0400_0002,53.03946221258943,GE1,STC,-480.0444925444925,,1.95,,1.0,,27.3
336,GEV207_R0400_0003,53.03946221258943,GE1,CA,,98.89872068230277,,0.4,102966.0,24.954323,25.325391
337,GEV207_R0400_0004,53.03946221258943,GE1,STT,497.51243781094524,,2.1,,1.0,29.2,
338,GEV207_R0400_0005,53.03946221258943,GE1,CA,,105.04201680672269,,0.5,49728.0,25.9,26.4
339,GEV207_R0400_0006,53.03946221258943,GE1,CA,,107.84352476168334,,0.4,3857.0,23.933886,24.397721
340,GEV207_R0400_0007,53.03946221258943,GE1,STC,-465.0852007469655,,1.8,,1.0,,27.9
341,GEV207_R0400_0008,53.03946221258943,GE1,STT,509.26880712444347,,2.3,,1.0,27.0,
342,GEV207_R0400_0009,53.03946221258943,GE1,STT,517.649846008055,,2.3,,1.0,25.9,
343,GEV207_R0400_0010,53.03946221258943,GE1,STC,-492.6199044304171,,2.0,,1.0,,27.3
344,GEV207_R0400_0011,53.03946221258943,GE1,STC,-459.1199720995117,,2.0,,1.0,,26.8
345,GEV207_R0400_0012,53.03946221258943,GE1,STC,-467.82160625444203,,1.9,,1.0,,27.4
346,GEV207_R0400_0013,53.03946221258943,GE1,CA,,146.47293180220294,,,834.0,,26.7
347,GEV207_R0400_0014,53.03946221258943,GE1,STC,-452.7654089524256,,,,1.0,,27.3
348,GEV207_R0400_0015,53.03946221258943,GE1,STT,522.2922502334268,,2.4,,1.0,25.3,
349,GEV207_R0400_0016,53.03946221258943,GE1,CA,,116.71335200746967,,0.5,5074.0,25.9,26.1
350,GEV207_R0400_0017,53.03946221258943,GE1,STC,-483.56140654772213,,2.1,,1.0,,26.8
351,GEV207_R0400_0018,53.03946221258943,GE1,STT,522.922502334267,,2.3,,1.0,25.5,
352,GEV207_R0400_0019,53.03946221258943,GE1,CA,,87.53501400560225,,0.35,8463432.0,26.2,27.2
353,GEV207_R0400_0020,53.03946221258943,GE1,STT,522.552894675657,,2.4,,1.0,26.0,
354,GEV207_R0400_0021,53.03946221258943,GE1,STT,550.2250651504384,,2.4,,1.0,25.2,
355,GEV207_R0400_0022,53.03946221258943,GE1,STT,536.5138592750533,,2.4,,1.0,24.9,
356,GEV207_R0400_0023,53.03946221258943,GE1,CA,,81.20360644257703,,0.3,8238763.0,24.490488,24.768788999999998
357,GEV207_R0400_0024,53.03946221258943,GE1,STC,-458.47135955831607,,1.9,,1.0,,27.3
358,GEV207_R0400_0223,52.829937546274905,GE1,STC,-458.04967258568814,,1.6,,1.0,,29.6
359,GEV207_R0400_0226,52.829937546274905,GE1,STC,-470.2908382986254,,1.7,,1.0,,31.5
360,GEV207_R0400_0229,52.829937546274905,GE1,CA,,117.9871394018052,,0.45,15576.0,27.0,28.3
361,GEV207_R0400_0234,52.829937546274905,GE1,STT,547.3541383989144,,2.4,,1.0,26.2,
362,GEV207_R0400_0256,51.63706517258854,GE1,STC,-469.4991994572592,,2.4,,1.0,,26.5035319
363,GEV207_R0400_0259,52.42023780111164,GE1,STT,534.5263660224291,,2.3,,1.0,28.2,
364,GEV207_R0400_0261,52.42023780111164,GE1,STT,549.352386743691,,2.3,,1.0,29.8,
365,GEV207_R0400_0264,52.42023780111164,GE1,STC,-473.5400613275614,,2.4,,1.0,,27.459032
366,GEV207_R0400_0267,52.42023780111164,GE1,STC,-480.9582978595479,,2.6,,1.0,,27.644566
367,GEV207_R0400_0270,52.42023780111164,GE1,STC,-465.01267656646144,,1.5,,1.0,,32.2
368,GEV207_R0400_0275,52.42023780111164,GE1,STC,-472.22391903221944,,2.7,,1.0,,32.282916
369,GEV207_R0400_0276,52.42023780111164,GE1,STC,-463.6421598009076,,4.5,,1.0,,28.850537000000003
370,GEV207_R0400_0278,52.42023780111164,GE1,STC,-484.0194588020675,,,,1.0,,
371,GEV207_R0400_0280,52.42023780111164,GE1,STC,-393.70452262208954,,2.7,,1.0,,27.366265
372,GEV206_R0300_0074,53.31,GE1,STC,-505.2148811611407,,,,1.0,,40.01
373,GEV206_R0300_0079,53.31,GE1,STC,-587.2565541073828,,-0.9044,,1.0,,40.04
374,GEV206_R0300_0082,53.31,GE1,STC,-553.8173523842313,,-1.34,,1.0,,40.88
375,GEV206_R0300_0073,53.31,GE1,STT,839.3217015500993,,,,1.0,38.03,
376,GEV206_R0300_0075,53.31,GE1,STT,798.8871437394104,,,,1.0,39.544,
377,GEV206_R0300_0080,53.31,GE1,STT,759.8659327078209,,,,1.0,39.392,
378,GEV207_R0400_0108,50.83954701453369,GE1,CA,,134.97563600579147,,0.524,637851.0,26.601526961357813,26.15141561203501
379,GEV207_R0400_0109,50.83954701453369,GE1,CA,,224.98064231553866,,0.899,8234.0,26.356630515808778,25.48428512639424
380,GEV207_R0400_0110,50.83954701453369,GE1,CA,,250.0264514639683,,1.01,2074.0,25.96745429876235,25.127947071163966
381,GEV207_R0400_0111,50.83954701453369,GE1,CA,,150.00142773518368,,0.567,481189.0,27.315422752111488,26.83026115251789
382,GEV207_R0400_0112,50.83954701453369,GE1,CA,,134.98838189881636,,0.493,655532.0,28.281663354480887,27.903327272122784
383,GEV207_R0400_0113,50.83954701453369,GE1,CA,,134.98738030557,,0.52,735186.0,26.90130166626729,26.45585221200814
384,GEV207_R0400_0114,50.83954701453369,GE1,CA,,175.00030194330714,,0.662,109901.0,27.66629596323045,26.9821803991692
385,GEV207_R0400_0115,49.69349613009026,GE1,CA,,124.39453919820019,,0.479,2098460.0,26.817249597059686,26.459346823305204
386,GEV207_R0400_0116,49.69349613009026,GE1,CA,,184.9792604359721,,0.752,57038.0,25.802217754941747,25.02389017744772
387,GEV207_R0400_0117,49.69349613009026,GE1,CA,,250.01299689492362,,1.014,2608.0,25.99864217637082,25.093296488021988
388,GEV207_R0400_0118,49.69349613009026,GE1,CA,,199.99569773222683,,0.78,16291.0,27.02127643689869,26.3666333134644
389,GEV207_R0400_0120,49.69349613009026,GE1,CA,,185.02852227667793,,0.703,59468.0,27.365303704464523,26.765996117347292
390,GEV207_R0400_0124,49.69349613009026,GE1,CA,,250.01343216290533,,1.019,1534.0,26.031095313778636,24.989555234076867
391,GEV207_R0400_0129,49.69349613009026,GE1,CA,,184.97658149048436,,0.715,48942.0,26.777913882842107,26.180527803112003
392,GEV201_D0100_0005,,GE1,CA,,190.06889997624137,,,533119.0,,
393,GEV201_D0100_0010,,GE1,STC,-384.4143502019482,,-0.86,,1.0,,45.64
394,GEV201_D0100_0015,,GE1,STC,-400.7930887976207,,-0.901,,1.0,,45.04
395,GEV201_D0100_0020,,GE1,STT,866.6730936084066,,2.137,,1.0,47.88,
396,GEV201_D0100_0030,,GE1,STT,831.2733265474286,,2.081,,1.0,45.77,
397,GEV201_D0100_0035,,GE1,STC,-396.1869332713323,,-0.883,,1.0,,44.71
398,GEV201_R0100_0005,,GE1,STC,-498.1509833526839,,-1.282,,1.0,,39.71
399,GEV201_R0100_0010,,GE1,STC,-508.71723445073616,,-1.169,,1.0,,41.38
400,GEV201_R0100_0015,,GE1,STC,-502.212828608123,,-1.281,,1.0,,39.95
401,GEV201_R0100_0020,,GE1,STT,873.957637711683,,2.278,,1.0,43.77,
402,GEV201_R0100_0030,,GE1,STT,843.6450263933641,,2.048,,1.0,47.5,
403,GEV201_R0100_0035,,GE1,STT,838.8248660931666,,2.148,,1.0,46.14,
405,GEV204_R0200_0005,,GE1,STT,802.6082723468317,,,,1.0,,
406,GEV204_R0200_0010,,GE1,STT,824.4041602084598,,,,1.0,,
407,GEV204_R0200_0015,,GE1,STC,-435.64326398737967,,,,1.0,,
408,GEV204_R0200_0020,,GE1,STC,-540.0237917196183,,,,1.0,,
409,GEV204_R0300_0035,,GE1,STT,850.8149022320792,,,,1.0,,
410,GEV204_R0300_0040,,GE1,STT,826.5601322496213,,,,1.0,,
411,GEV204_R0300_0045,,GE1,STC,-532.3906862368401,,,,1.0,,
412,GEV204_R0300_0050,,GE1,STC,-496.07108903591313,,,,1.0,,
413,GEV204_R0400_0065,,GE1,STC,-489.63216179149697,,,,1.0,,
414,GEV204_R0400_0070,,GE1,STC,-494.4062958105084,,,,1.0,,
415,GEV204_R0400_0075,,GE1,STT,842.018937306331,,,,1.0,,
416,GEV204_R0400_0080,,GE1,STT,877.0249659233136,,,,1.0,,
418,GEV205_R0400_0068,,GE1,STT,577.6034917139212,,2.422,,1.0,28.39,
419,GEV205_R0400_0069,,GE1,STT,517.4153846153846,,1.91,,1.0,30.72,
422,GEV205_R0500_0125,,GE1,STT,555.981922060203,,2.234,,1.0,28.76,
424,GEV205_R0500_0135,,GE1,STT,477.2571428571428,,1.87,,1.0,28.7,
425,GEV206_R0300_0083,53.31,GE1,STT,786.0211673477942,,2.122,,1.0,37.91,
426,GEV206_R0300_0084,53.31,GE1,STT,807.0837262915225,,2.045,,1.0,41.45,
427,GEV206_R0300_0085,53.31,GE1,STT,802.8921722728701,,2.142,,1.0,39.25,
428,GEV206_R0300_0086,53.31,GE1,STT,796.1856858430264,,2.001,,1.0,40.83,
429,GEV206_R0300_0087,53.31,GE1,STC,-586.3984072094729,,-1.381,,1.0,,43.04
430,GEV206_R0300_0088,53.31,GE1,STC,-547.626532536938,,-1.405,,1.0,,41.09
431,GEV206_R0300_0089,53.31,GE1,STC,-574.2429005553809,,-1.351,,1.0,,39.75
432,GEV206_R0300_0090,53.31,GE1,STC,-601.1736351252226,,-1.517,,1.0,,40.05
433,GEV206_R0300_0091,53.31,GE1,CA,,-511.46593594414946,,-1.027,1.5,,39.13
434,GEV206_R0300_0092,53.31,GE1,CA,-5274.270274750223,-421.5622159856308,,-1.012684049999995,1000000.0,,42.24
435,GEV206_R0300_0093,53.31,GE1,CA,,-397.90336757557077,,-0.9994203000000002,301530.0,,41.19
436,GEV206_R0300_0094,53.31,GE1,CA,,-461.00794777701964,,-0.9350493000000001,295.0,,41.18
437,GEV206_R0300_0095,53.31,GE1,CA,,-421.4021735924114,,-1.1743932857,120285.0,,39.99
438,GEV206_R0300_0096,53.31,GE1,CA,,-440.7789823987507,,-1.0607302,5868.5,,42.18
439,GEV206_R0300_0163,50.66079346246499,GE1,CA,,267.4223268880194,,0.6909683499999995,2229.5,39.1,38.95
440,GEV206_R0300_0164,50.66079346246499,GE1,CA,,266.3549642764722,,0.7116525499999999,16435.5,37.95,38.15
441,GEV206_R0300_0165,50.66079346246499,GE1,CA,,178.86996270619733,,0.45771569999999956,897619.0,39.1,39.35
442,GEV206_R0300_0167,50.66079346246499,GE1,CA,,267.8884283986023,,0.6809506999999999,45377.0,39.6,39.8
443,GEV206_R0300_0168,50.288017130451834,GE1,CA,,188.47775076994654,,0.4757727143,407204.0,38.75,38.6
444,GEV206_R0300_0169,50.288017130451834,GE1,CA,,212.86876853288717,,0.5548060499999999,314452.0,38.45,38.75
445,GEV206_R0300_0170,50.288017130451834,GE1,CA,,180.36548412925202,,0.46636494999999906,685783.0,38.9,39.2
446,GEV206_R0300_0171,50.288017130451834,GE1,CA,,215.5121580585324,,0.5538787500000001,274849.0,39.0,39.2
448,GEV206_R0300_0173,50.288017130451834,GE1,CA,,206.84381843801197,,0.5616230999999999,204840.5,36.75,37.6
449,GEV206_R0300_0174,50.288017130451834,GE1,CA,,263.3802431104996,,0.6839654499999995,46263.0,38.9,39.0
450,GEV206_R0300_0175,50.288017130451834,GE1,CA,,211.51278171739915,,0.57114935,154582.0,37.1,37.3
451,GEV206_R0300_0176,50.288017130451834,GE1,CA,,184.93490878305786,,0.4823652,535131.5,38.45,38.6
454,GEV206_R0300_0179,50.288017130451834,GE1,CA,,257.09020506885906,,0.686516,44079.0,37.8,37.9
456,GEV206_R0300_0181,50.288017130451834,GE1,STT,824.2258930371981,,2.355,,1.0,38.57,
457,GEV206_R0300_0182,50.288017130451834,GE1,STT,764.4215511703485,,2.042,,1.0,39.1,
458,GEV206_R0300_0183,50.288017130451834,GE1,STT,703.9444773495864,,1.912,,1.0,38.75,
459,GEV206_R0300_0184,50.288017130451834,GE1,STT,774.1604998167522,,2.131,,1.0,38.05,
460,GEV206_R0300_0185,50.288017130451834,GE1,STT,774.8407784619981,,2.22,,1.0,36.74,
461,GEV206_R0300_0186,51.470690317685936,GE1,STT,798.2261640798226,,2.106,,1.0,39.2,
462,GEV206_R0300_0187,51.470690317685936,GE1,STT,818.6490342385381,,2.044,,1.0,39.73,
463,GEV206_R0300_0188,51.470690317685936,GE1,STT,793.2489819789544,,2.118,,1.0,38.72,
464,GEV206_R0300_0189,51.470690317685936,GE1,STT,777.3290667837155,,2.07,,1.0,39.0,
465,GEV206_R0300_0190,51.470690317685936,GE1,STT,782.4845723513469,,2.1,,1.0,39.59,
466,GEV206_R0300_0191,51.470690317685936,GE1,STT,787.5696467709423,,2.105,,1.0,39.38,
467,GEV206_R0300_0192,51.470690317685936,GE1,STT,769.1645318924502,,2.08,,1.0,38.02,
468,GEV206_R0300_0193,51.470690317685936,GE1,STT,781.3400974293284,,2.054,,1.0,40.18,
469,GEV206_R0300_0194,51.470690317685936,GE1,STT,800.7573742258508,,2.028,,1.0,41.38,
470,GEV206_R0300_0195,51.470690317685936,GE1,STT,801.7765028083679,,2.16,,1.0,39.31,
471,GEV206_R0300_0196,51.470690317685936,GE1,STT,784.8956866483243,,2.075,,1.0,39.8,
472,GEV206_R0300_0197,51.470690317685936,GE1,STT,765.4968286301248,,2.05,,1.0,39.03,
473,GEV206_R0300_0198,51.470690317685936,GE1,STT,801.812433590552,,2.061,,1.0,40.99,
474,GEV206_R0300_0199,51.470690317685936,GE1,STT,736.790962146202,,2.036,,1.0,37.85,
475,GEV206_R0300_0200,51.470690317685936,GE1,STT,752.6994493000386,,2.112,,1.0,37.26,
476,GEV206_R0300_0201,51.470690317685936,GE1,STT,803.1342413815615,,2.121,,1.0,38.9,
477,GEV206_R0300_0202,51.470690317685936,GE1,STT,772.4066706291203,,2.042,,1.0,40.11,
478,GEV206_R0300_0203,49.48825481220082,GE1,STT,836.032678541973,,2.256,,1.0,39.7,
479,GEV206_R0300_0204,49.48825481220082,GE1,STT,731.3652718361335,,2.069,,1.0,37.74,
480,GEV206_R0300_0205,49.48825481220082,GE1,STT,796.991079655456,,2.085,,1.0,39.28,
481,GEV206_R0300_0206,49.48825481220082,GE1,STT,825.3995509560941,,2.203,,1.0,40.08,
482,GEV206_R0300_0207,49.48825481220082,GE1,STT,698.8286901452526,,1.898,,1.0,38.94,
483,GEV206_R0300_0208,49.48825481220082,GE1,STT,695.0265874257117,,1.932,,1.0,38.14,
484,GEV206_R0300_0209,49.48825481220082,GE1,STT,765.3866273945653,,2.182,,1.0,38.66,
485,GEV206_R0300_0210,49.48825481220082,GE1,CA,,179.75288841744285,,0.4650671429,812946.0,38.25,38.45
486,GEV206_R0300_0211,49.48825481220082,GE1,CA,,261.77847647732955,,0.6954537142999999,36603.0,38.2,38.75
488,GEV206_R0300_0213,49.48825481220082,GE1,CA,600.3570434731092,177.31184397225257,,0.46150744999999954,380132.0,38.5,38.95
489,GEV206_R0300_0419,51.19718248718818,GE1,CA,388.98155337299886,169.41705286280438,,0.4633112857,1598170.0,36.5,36.62
497,GEV206_R0300_0444,49.065223262985924,GE1,CA,,175.3791250498451,,,1420060.5,37.67,37.8
499,GEV206_R0300_0496,50.64885806591711,GE1,CA,,558.8490218760518,,,976.0,,
500,GEV206_R0300_0498,50.64885806591711,GE1,CA,,653.8700149933417,,,202.0,,
501,GEV206_R0300_0585,52.46667635493905,GE1,STC,-537.1395233054233,,-1.426,,1.0,,38.9
502,GEV206_R0300_0586,52.46667635493905,GE1,STC,-539.9721401561953,,-1.498,,1.0,,38.16
503,GEV206_R0300_0587,52.46667635493905,GE1,STC,-529.528046930398,,-1.379,,1.0,,39.07
504,GEV206_R0300_0588,52.46667635493905,GE1,STC,-507.8946333961971,,-1.332,,1.0,,38.06
506,GEV206_R0300_0590,52.46667635493905,GE1,STC,-524.5600125757448,,-1.429,,1.0,,38.58
507,GEV206_R0300_0591,52.46667635493905,GE1,STC,-533.0358500847253,,-1.458,,1.0,,38.46
508,GEV206_R0300_0592,52.46667635493905,GE1,STC,-531.1456942122148,,-1.408,,1.0,,38.03
510,GEV206_R0300_0594,49.78899593147801,GE1,STC,-529.1631025852653,,-1.402,,1.0,,39.06
511,GEV206_R0300_0595,49.78899593147801,GE1,STC,-531.6484199805602,,-1.437,,1.0,,39.8
512,GEV206_R0300_0596,49.78899593147801,GE1,STC,-508.37802337442673,,-1.346,,1.0,,39.03
513,GEV206_R0300_0597,49.78899593147801,GE1,STC,-522.9800460975415,,-1.472,,1.0,,38.51
514,GEV206_R0300_0598,49.78899593147801,GE1,STC,-480.8171840754269,,-1.274,,1.0,,39.24
515,GEV206_R0300_0599,49.78899593147801,GE1,STC,-524.5951287232252,,-1.402,,1.0,,38.88
516,GEV206_R0300_0600,49.78899593147801,GE1,STC,-529.5869395899177,,-1.364,,1.0,,39.4
518,GEV206_R0300_0602,49.78899593147801,GE1,STC,-529.4561004281346,,-1.423,,1.0,,38.63
521,GEV206_R0300_0605,49.78899593147801,GE1,STC,-521.2973845818583,,-1.359,,1.0,,39.3
522,GEV206_R0300_0606,49.78899593147801,GE1,STC,-535.4014024777634,,-1.432,,1.0,,38.9
523,GEV206_R0300_0607,49.78899593147801,GE1,STC,-541.5763631281062,,-1.467,,1.0,,40.1
524,GEV206_R0300_0608,49.78899593147801,GE1,STC,-519.3950130342553,,-1.405,,1.0,,39.2
525,GEV206_R0300_0609,49.78899593147801,GE1,STC,-538.0363105546493,,-1.436,,1.0,,39.2
526,GEV206_R0300_0610,49.78899593147801,GE1,STC,-539.685154201551,,-1.426,,1.0,,38.9
527,GEV206_R0300_0613,51.11270435980972,GE1,STT,801.9490716600956,,2.038,,1.0,42.59,
528,GEV207_R0400_0237,52.829937546274905,GE1,STT,525.9075191627551,,2.258,,1.0,27.94,
529,GEV207_R0400_0238,52.829937546274905,GE1,STT,511.16983558308414,,2.197,,1.0,27.2,
530,GEV207_R0400_0240,51.63706517258854,GE1,STT,520.3214464816625,,2.252,,1.0,28.49,
531,GEV207_R0400_0241,51.63706517258854,GE1,STT,520.8119944679726,,2.239,,1.0,26.95,
532,GEV207_R0400_0242,51.63706517258854,GE1,STT,513.6115950510523,,2.197,,1.0,26.94,
533,GEV207_R0400_0243,51.63706517258854,GE1,STC,-445.66686902465165,,-1.743,,1.0,,28.99
534,GEV207_R0400_0244,51.63706517258854,GE1,STC,-446.5452587823311,,-1.793,,1.0,,28.19
535,GEV207_R0400_0245,51.63706517258854,GE1,STC,-452.7455759913052,,-1.832,,1.0,,28.46
536,GEV207_R0400_0246,51.63706517258854,GE1,STC,-431.2028537709337,,-1.78,,1.0,,27.47
537,GEV207_R0400_0247,51.63706517258854,GE1,STC,-443.78603619873525,,-1.824,,1.0,,28.38
538,GEV207_R0400_0248,51.63706517258854,GE1,STC,-442.34362492451277,,-1.831,,1.0,,27.23
539,GEV213_R0390_0001,53.73,GE1,STT,53.89812815776999,,0.4354,,1.0,14.02,
540,GEV213_R0390_0002,53.73,GE1,STT,51.72768782370532,,0.3745,,1.0,14.73,
541,GEV213_R0390_0003,53.73,GE1,STT,54.07735417740669,,0.4243,,1.0,14.35,
542,GEV213_R0390_0004,53.73,GE1,STT,56.045445693327686,,0.4383,,1.0,14.07,
543,GEV213_R0390_0005,53.73,GE1,STT,53.742417697194206,,0.4107,,1.0,13.84,
544,GEV213_R0390_0006,53.73,GE1,STT,57.43715896686864,,0.4814,,1.0,13.88,
545,GEV213_R0390_0007,53.73,GE1,STT,59.91627215526489,,0.4875,,1.0,14.01,
547,GEV213_R0390_0009,53.73,GE1,STT,56.76451042797815,,0.4409,,1.0,14.69,
548,GEV213_R0390_0010,53.73,GE1,STT,49.583051357152996,,0.3856,,1.0,14.09,
549,GEV213_R0390_0011,53.73,GE1,STT,52.54241406528486,,0.3794,,1.0,14.42,
550,GEV213_R0390_0012,53.73,GE1,STT,52.2415421839043,,0.3531,,1.0,14.39,
551,GEV213_R0390_0013,53.73,GE1,STT,56.75753604259294,,0.4444,,1.0,13.9,
552,GEV213_R0390_0014,53.73,GE1,STC,-170.78486156046088,,-1.7084,,1.0,,15.1
553,GEV213_R0390_0015,53.73,GE1,STT,56.91842912458162,,0.4685,,1.0,13.78,
554,GEV213_R0390_0016,53.73,GE1,STT,51.69447183594615,,0.4264,,1.0,7.744,
555,GEV213_R0390_0017,53.73,GE1,STC,-167.76727807834826,,-1.7754,,1.0,,14.7
556,GEV213_R0390_0018,53.73,GE1,STT,54.20982016319475,,0.3875,,1.0,14.6,
557,GEV213_R0390_0019,53.73,GE1,STT,51.13039632966669,,0.3778,,1.0,14.29,
558,GEV213_R0390_0020,53.73,GE1,STT,50.3099937253828,,0.4055,,1.0,13.93,
559,GEV213_R0390_0021,53.73,GE1,STT,52.17235036898941,,0.4212,,1.0,14.17,
560,GEV213_R0390_0022,53.73,GE1,STC,-163.42229913226944,,-1.9816,,1.0,,15.3
561,GEV213_R0390_0023,53.73,GE1,STT,52.32067605841622,,0.4345,,1.0,13.74,
562,GEV213_R0390_0024,53.73,GE1,STT,51.10912387907693,,0.3792,,1.0,13.66,
563,GEV213_R0390_0025,53.73,GE1,STT,52.29008803325695,,0.3826,,1.0,14.0,
564,GEV213_R0390_0026,53.73,GE1,STT,52.85312040727115,,0.4347,,1.0,13.6,
565,GEV213_R0390_0027,53.73,GE1,STT,55.81883132920526,,0.4435,,1.0,14.19,
566,GEV213_R0390_0028,53.73,GE1,STC,-169.88161230642504,,-2.175,,1.0,,15.03
567,GEV213_R0390_0029,53.73,GE1,STC,-165.33613376697116,,-1.891,,1.0,,15.22
568,GEV213_R0390_0030,53.73,GE1,STC,-162.00755290384575,,-1.884,,1.0,,14.95
569,GEV213_R0390_0031,53.73,GE1,STT,57.0686283747185,,0.4814,,1.0,13.88,
570,GEV213_R0390_0032,53.73,GE1,STT,53.18325655575256,,0.4552,,1.0,13.54,
571,GEV213_R0390_0033,53.73,GE1,STC,-170.66329553984122,,-2.2405,,1.0,,14.9
572,GEV213_R0390_0034,53.73,GE1,STC,-168.35821796978615,,-2.037,,1.0,,15.1
573,GEV213_R0390_0035,53.73,GE1,STC,-164.85269837505945,,-1.942,,1.0,,14.75
574,GEV213_R0390_0036,53.73,GE1,STC,-171.68554718997487,,-1.89,,1.0,,15.03
575,GEV213_R0390_0221,54.75,GE1,STC,-168.23113495062785,,-2.122,,1.0,,14.7
576,GEV213_R0390_0222,54.75,GE1,STC,-170.71485942406835,,-2.2633,,1.0,,15.0
577,GEV213_R0390_0223,54.75,GE1,STC,-164.73846763759678,,-2.058,,1.0,,14.7
578,GEV213_R0390_0224,54.75,GE1,STC,-162.30233336970983,,-1.97,,1.0,,15.01
579,GEV213_R0390_0225,54.75,GE1,STC,-166.0789732837765,,-2.152,,1.0,,15.11
580,GEV213_R0390_0226,54.75,GE1,STC,-159.82948805251027,,-1.8277,,1.0,,15.1
581,GEV213_R0390_0227,54.75,GE1,STC,-163.89662918387646,,-2.2409,,1.0,,14.8
582,GEV213_R0390_0228,54.75,GE1,STC,-148.78784246973697,,-1.637,,1.0,,14.65
583,GEV213_R0390_0229,54.75,GE1,STC,-164.43142695647705,,-2.04,,1.0,,15.16
584,GEV213_R0390_0230,54.75,GE1,STC,-164.05497236168162,,-1.991,,1.0,,14.39
585,GEV213_R0390_0231,54.75,GE1,STC,-161.5931721194879,,-2.077,,1.0,,15.05
586,GEV213_R0390_0232,54.75,GE1,STC,-167.88323923298677,,-2.0346,,1.0,,15.1
587,GEV213_R0390_0233,54.75,GE1,STC,-163.3904137150745,,-2.084,,1.0,,15.14
588,GEV213_R0390_0234,54.75,GE1,STC,-166.05850206756853,,-2.034,,1.0,,15.66
589,GEV213_R0390_0235,54.75,GE1,STC,-166.1702699822921,,-2.122,,1.0,,15.28
590,GEV213_R0390_0236,54.75,GE1,STC,-157.47154598302785,,-1.763,,1.0,,15.0
591,GEV207_R0400_0128,49.69349613009026,GE1,CA,,400.001874368133,,1.6449854605285297,771.0,27.2068232359699,
592,GEV207_R0400_0295,52.15680624164679,GE1,CA,,390.01857231296725,,1.5604489536991368,995.0,27.3177672780039,
593,GEV207_R0400_0293,52.15680624164679,GE1,CA,,390.0032214052907,,1.5474248750034023,1028.0,28.4912304458647,
594,GEV207_R0400_0132,49.69349613009026,GE1,CA,,389.9884983860827,,1.6184770606826944,1177.0,27.3574469680339,
595,GEV207_R0400_0125,49.69349613009026,GE1,CA,,375.0217358439154,,1.517504177573788,1548.0,27.4328937330244,
596,GEV207_R0400_0127,49.69349613009026,GE1,CA,,299.99266579444827,,1.199504012760687,13591.0,27.1875343805883,
597,GEV207_R0400_0133,49.69349613009026,GE1,CA,,260.02188660653377,,1.0268421215185988,71242.0,27.4909868374954,
598,GEV207_R0400_0121,49.69349613009026,GE1,CA,,259.9875585862376,,1.0415293136751385,57647.0,27.0568597843509,
599,GEV207_R0400_0296,52.15680624164679,GE1,CA,,259.97196380782464,,1.01653232518314,42577.0,27.2436150934918,
600,GEV207_R0400_0126,49.69349613009026,GE1,CA,,249.9816103452841,,1.0020179779565128,72213.0,27.1997463725616,
601,GEV207_R0400_0119,49.69349613009026,GE1,CA,,195.26652543279621,,0.7472502039635601,1529500.0,27.8665649064971,
602,GEV207_R0400_0130,49.69349613009026,GE1,CA,,194.99864799349132,,0.7468952807478153,1550777.0,28.0722115133704,
